Entity,Code,Year,Wheat (tonnes per hectare),Rice (tonnes per hectare),Maize (tonnes per hectare),Soybeans (tonnes per hectare),Potatoes (tonnes per hectare),Beans (tonnes per hectare),Peas (tonnes per hectare),Cassava (tonnes per hectare),Barley (tonnes per hectare),Cocoa beans (tonnes per hectare),Bananas (tonnes per hectare) 
Guyana,GUY,2003,0,4.2274,1.25,0,0,0,0.5882,11.1861,0,0.3526,6.9409
Guyana,GUY,2004,0,4.3294,1.25,0,0,0,0.5875,11.0455,0,0.358,6.6033
Guyana,GUY,2005,0,3.9397,1.25,0,0,0,0.5881,10.8378,0,0.3628,7.612
Guyana,GUY,2006,0,4.6265,1,0,0,0,0.5881,11.0214,0,0.3676,6.6
Guyana,GUY,2007,0,4.331,1.7174,0,0,0,0.5882,10.9103,0,0.3724,7.0268
Guyana,GUY,2008,0,4.2324,1.3333,0,0,0,0.5882,10.3175,0,0.3772,5.1167
Guyana,GUY,2009,0,4.4353,1.3406,0,0,0,0.5883,10.9231,0,0.382,7.3122
Guyana,GUY,2010,0,4.2328,1.3687,0,0,0,0.5883,10.68,0,0.3868,11.9166
Guyana,GUY,2011,0,4.4102,1.3769,0,0,0,0.5883,9.5857,0,0.3916,14.9096
Guyana,GUY,2012,0,4.528,1.3756,0,0,0,0.5882,11.0944,0,0.4019,20.9358
Guyana,GUY,2013,0,4.9996,1.3743,0,0,0,0.5882,10.9286,0,0.4091,23.3739
Guyana,GUY,2014,0,3.4265,1.3673,0,0,0,0.5872,10.5362,0,0.4076,26.2429
Guyana,GUY,2015,0,3.601,1.3719,0,0,0,0.5874,3.6707,0,0.4106,19.6474
Guyana,GUY,2016,0,3.5572,1.3744,0,0,0,0.5884,5.6597,0,0.4114,20.6499
Guyana,GUY,2017,0,3.658,1.3727,0,0,0,0.5883,3.969,0,0.4146,28.2043
Guyana,GUY,2018,0,5.7697,1.371,0,0,0,0.5883,10.7821,0,0.4178,12.7211
Haiti,HTI,1961,0,1.7188,1.0364,0,15.3846,0.4213,0,4,0,0.5556,5
Haiti,HTI,1962,0,1.8182,1.0409,0,15.7895,0.4244,0,4,0,0.5556,5
Haiti,HTI,1963,0,1.9394,1.0455,0,15.3846,0.4211,0,4.0476,0,0.56,5
Haiti,HTI,1964,0,2,1.0311,0,15.625,0.4232,0,4.0476,0,0.56,5
Haiti,HTI,1965,0,2.0571,1.04,0,15,0.4319,0,4,0,0.5556,5
Haiti,HTI,1966,0,2.0541,1.0387,0,15.2381,0.4326,0,4,0,0.5556,5.6522
Haiti,HTI,1967,0,2.0263,1.0696,0,15.4762,0.4421,0,4.0426,0,0.5625,5.6
Haiti,HTI,1968,0,2.0263,0.9778,0,15.3488,0.4,0,4.0426,0,0.5556,5.5556
Haiti,HTI,1969,0,2.1842,1.0522,0,16.4444,0.4293,0,4,0,0.5625,5.7407
Haiti,HTI,1970,0,2.1053,1.0435,0,14.6667,0.4348,0,4.0196,0,0.5273,5.8182
Haiti,HTI,1971,0,2.1316,1.0769,0,14.5833,0.4421,0,4.0385,0,0.5,5.8929
Haiti,HTI,1972,0,2.1905,1.1174,0,15,0.4479,0,4.4231,0,0.5,6.0714
Haiti,HTI,1973,0,3.0379,0.887,0,14,0.4563,0,4.2308,0,0.5,6
Haiti,HTI,1974,0,2.6533,1.02,0,14,0.4271,0,4.2308,0,0.5,6.3333
Haiti,HTI,1975,0,2.5,0.9231,0,14,0.5212,0,4.2727,0,0.5,6.1667
Haiti,HTI,1976,0,3.275,0.9474,0,14,0.4444,0,4.2857,0,0.5,6.129
Haiti,HTI,1977,0,2.26,0.7999,0,14.5455,0.45,0,4.386,0,0.5,6.1905
Haiti,HTI,1978,0,2.1999,0.65,0,15,0.45,0,4.5,0,0.5,6.1905
Haiti,HTI,1979,0,2.2613,0.7843,0,16.6667,0.5785,0,4.0382,0,0.5,5.904
Haiti,HTI,1980,0,2.3942,0.8959,0,15,0.5643,0,3.9683,0,0.5,6.087
Haiti,HTI,1981,0,2.316,0.9446,0,15,0.5589,0,4,0,0.5,6.5714
Haiti,HTI,1982,0,2.268,0.9994,0,15,0.5494,0,4.0625,0,0.4989,6.5714
Haiti,HTI,1983,0,2.4788,0.93,0,15,0.5553,0,4.0769,0,0.5111,6.5714
Haiti,HTI,1984,0,2.2581,0.9323,0,15,0.5594,0,4.0769,0,0.5233,6.7143
Haiti,HTI,1985,0,2.349,0.8,0,16.6667,0.567,0,4.1538,0,0.5055,6.7143
Haiti,HTI,1986,0,2.4566,0.8027,0,16.6667,0.6494,0,4.1176,0,0.4905,7.1429
Haiti,HTI,1987,0,2.4166,0.8,0,16.6667,0.6513,0,4.2647,0,0.5189,7.1429
Haiti,HTI,1988,0,2.2316,0.8,0,16.6667,0.66,0,4,0,0.494,6.25
Haiti,HTI,1989,0,2.2125,0.8,0,15,0.6905,0,4,0,0.5,6.8207
Haiti,HTI,1990,0,2.1122,0.7951,0,10.9308,0.6897,0,4.0244,0,0.5031,6.8116
Haiti,HTI,1991,0,2,0.8085,0,14.3141,0.6915,0,3.9881,0,0.4615,6.7692
Haiti,HTI,1992,0,2.1586,0.7948,0,14.5455,0.6918,0,4.0326,0,0.4594,6.5714
Haiti,HTI,1993,0,2,0.8077,0,15,0.6944,0,4.0244,0,0.4545,6.5662
Haiti,HTI,1994,0,1.9811,0.8014,0,14.6502,0.6897,0,3.75,0,0.4615,6.5634
Haiti,HTI,1995,0,2,0.8,0,14.3591,0.6977,0,3.9546,0,0.4643,6.5278
Haiti,HTI,1996,0,2.4896,0.794,0,14,0.69,0,4,0,0.4667,6.5714
Haiti,HTI,1997,0,2.2857,0.7986,0,13.3658,0.6897,0,4.1383,0,0.4727,6.5789
Haiti,HTI,1998,0,1.98,0.79,0,12.7059,0.692,0,4.3,0,0.4789,6.5379
Haiti,HTI,1999,0,2.0833,0.8333,0,12.2222,0.6961,0,4.3333,0,0.4863,6.4444
Haiti,HTI,2000,0,2.5,0.75,0,12,0.65,0,4.33,0,0.5,6.45
Haiti,HTI,2001,0,2.0117,0.6923,0,12.9412,0.6489,0,4.4613,0,0.4778,6.5909
Haiti,HTI,2002,0,2,0.7475,0,12.75,0.65,0,4.4,0,0.4901,6.8444
Haiti,HTI,2003,0,1.9982,0.7429,0,12.7144,0.6506,0,4.3709,0,0.4883,6.7391
Haiti,HTI,2004,0,2.0508,0.7615,0,12.7778,0.6501,0,4.4737,0,0.4898,6.6667
Haiti,HTI,2005,0,2.027,0.7802,0,13,0.6504,0,4.3956,0,0.4878,6.5789
Haiti,HTI,2006,0,2.0755,0.7795,0,13.0591,0.6519,0,4.4078,0,0.4878,6.5728
Haiti,HTI,2007,0,2.2491,0.7803,0,13.1818,0.6481,0,4.4118,0,0.4885,6.5556
Haiti,HTI,2008,0,2.0755,0.7807,0,13.0435,0.65,0,4.3939,0,0.4878,6.1009
Haiti,HTI,2009,0,2.2313,0.8013,0,12.5,0.6492,0,4.4266,0,0.4882,5.6975
Haiti,HTI,2010,0,2.3241,0.8035,0,12.1061,0.6498,0,4.4555,0,0.4885,5.2041
Haiti,HTI,2011,0,2.3934,0.8093,0,12.6588,0.6516,0,4.4413,0,0.4866,5.3
Haiti,HTI,2012,0,2.459,0.816,0,12.7342,0.651,0,4.4489,0,0.4864,5.1923
Haiti,HTI,2013,0,2.8789,0.8545,0,12.7319,0.6505,0,4.4565,0,0.4863,5.1566
Haiti,HTI,2014,0,2.6947,0.8361,0,12.7366,0.6467,0,4.4597,0,0.4877,5.0948
Haiti,HTI,2015,0,2.5557,0.818,0,12.6483,0.6483,0,4.4948,0,0.4883,4.7799
Haiti,HTI,2016,0,2.6198,0.8255,0,12.6928,0.6504,0,4.4829,0,0.4866,4.6138
Haiti,HTI,2017,0,2.6582,0.8288,0,12.6879,0.65,0,4.488,0,0.4866,4.4641
Haiti,HTI,2018,0,2.6966,0.8323,0,12.6829,0.6496,0,4.4931,0,0.4866,4.3149
Honduras,HND,1961,0.7824,1.3135,1.0253,0,4.5586,0.6128,0,5.3214,0,0.7799,24.9415
Honduras,HND,1962,0.8084,1.2803,1.0526,0,4.8237,0.6298,0,5.5315,0,0.776,25.2785
Honduras,HND,1963,0.8295,1.2471,1.0806,0,5.0941,0.6473,0,5.7425,0,0.7849,27.1711
Honduras,HND,1964,0.8034,1.2139,1.1086,0,5.3161,0.6649,0,5.9523,0,0.7778,25.3355
Honduras,HND,1965,0.8771,1.181,1.1366,0,5.6071,0.6822,0,6.1639,0,0.7757,26.7857
Honduras,HND,1966,0.8762,1.2064,1.1966,0,5.5388,0.7606,0,6.3744,0,0.7797,33.0071
Honduras,HND,1967,0.8742,1.2324,1.1971,0,5.5814,0.6879,0,5.9585,0,0.7841,32.5134
Honduras,HND,1968,0.8799,1.2554,1.1975,0,6.1387,0.6578,0,6.8321,0,0.7851,33.0732
Honduras,HND,1969,0.8295,1.279,1.1979,0,6.4662,0.6272,0,6.4276,0,0.7798,33.0579
Honduras,HND,1970,0.8295,1.303,1.1984,0,6.8082,0.5955,0,7.4327,0,1,32.5158
Honduras,HND,1971,0.8526,1.3274,1.1988,0,7.1694,0.5644,0,7.2222,0,1,33.2308
Honduras,HND,1972,0.875,1.3522,1.1993,0,7.5477,0.5323,0,6.9908,0,1,33.0502
Honduras,HND,1973,0.875,1.4697,1.1935,0,5.4535,0.5501,0,3.977,0,1,39.9947
Honduras,HND,1974,0.8333,1.4973,1.2001,0,5.4486,0.537,0,3.4219,0,1,42.3585
Honduras,HND,1975,0.8333,1.6714,1.0835,0,5.4403,0.4407,0,3.1986,0,1,21.2414
Honduras,HND,1976,0.8333,1.529,1.0206,0,5.4223,0.4123,0,2.9897,0,1,29.026
Honduras,HND,1977,0.8333,1.1993,0.9352,0,5.4024,0.385,0,2.7942,0,1,32.5014
Honduras,HND,1978,1,1.7411,0.9589,0,7.1683,0.5162,0,2.6131,0,1,32.0637
Honduras,HND,1979,0.7778,1.6558,1.0371,0,10.6448,0.4754,0,2.8715,0,1,45.0711
Honduras,HND,1980,0.7778,1.8226,1.1455,0,13.5,0.5248,0,5.5587,0,1,36.6754
Honduras,HND,1981,0.6364,1.7275,1.4237,0,10.375,0.5514,0,5.1988,0,1,34.7477
Honduras,HND,1982,0.6364,1.4564,1.3451,0,12.769,0.5997,0,8.1388,0,1,42.6246
Honduras,HND,1983,0.5909,2.1255,1.4851,0,12.6667,0.6022,0,7.6925,0,1.1,41.3735
Honduras,HND,1984,0.5909,2.7225,1.3545,0,12.4706,0.5576,0,8,0,1,48.6729
Honduras,HND,1985,0.6,2.5983,1.465,0,12.4444,0.5714,0,8,0,1,52.5575
Honduras,HND,1986,0.6,2.4971,1.3972,0,12.4211,0.5345,0,8.022,0,1,52.1059
Honduras,HND,1987,0.5909,2.8557,1.5211,0,12.6316,0.5428,0,7.957,0,1,56.4732
Honduras,HND,1988,0.5667,2.3595,1.3193,0,11.6389,0.6634,0,7.957,0,1,56.0123
Honduras,HND,1989,0.5833,2.7542,1.4527,0,13.2693,0.7023,0,7.9418,0,0.4154,51.7904
Honduras,HND,1990,0.5769,2.5026,1.5188,0,11.31,0.7933,0,7.968,0,0.4083,49.5624
Honduras,HND,1991,0.5815,2.5924,1.3185,0,12.5228,0.7425,0,7.6776,0,0.4125,55.6273
Honduras,HND,1992,0.5926,2.6931,1.2942,0,16.8751,0.6542,0,7.7191,0,0.4154,58.4957
Honduras,HND,1993,0.5821,2.6536,1.3694,1.9227,11.4676,0.6617,0,7.1257,0,0.4202,43.4204
Honduras,HND,1994,0.6071,2.4906,1.3837,1.9765,10.7494,0.6201,0,6.7911,0,0.4167,37.4865
Honduras,HND,1995,0.5947,2.6103,1.6396,2,10.8075,0.5598,0,6.1317,0,0.4211,38.7109
Honduras,HND,1996,0.6004,2.6768,1.618,2,12.9053,0.6515,0,5.6866,0,0.4154,45.2847
Honduras,HND,1997,0.6667,3.1028,1.5591,2,13.2906,0.8979,0,5.0064,0,0.4146,42.328
Honduras,HND,1998,0.5,2.5468,1.0557,2.1429,12.9694,0.9219,0,4.6582,0,0.4154,38.4544
Honduras,HND,1999,0.475,2.185,1.2249,2.1429,10.519,0.4785,0,4.012,0,0.4182,20.1657
Honduras,HND,2000,0.5257,2.2923,1.436,2,16.3204,0.704,0,3.99,0,0.4167,20.8899
Honduras,HND,2001,0.5302,3.4989,1.4992,1.875,17.07,0.7754,0,3.9716,0,0.6046,22.9683
Honduras,HND,2002,0.5304,2.3573,1.3655,1.9516,16.5543,0.6296,0,3.4738,0,0.7937,39.8431
Honduras,HND,2003,0.5,3.5379,1.5572,1.793,18.1102,0.6712,0,3.2648,0,0.8006,42.0749
Honduras,HND,2004,0.5273,4.105,1.3855,2.0787,17.2745,0.7607,0,3.8661,0,0.8048,42.2385
Honduras,HND,2005,0.5312,3.7417,1.5387,2.1122,16.1908,0.7335,0,4,0,0.8143,43.2023
Honduras,HND,2006,0.5353,4.9229,1.5394,2.1333,16.2963,0.7859,0,4.0196,0,0.8,29.7335
Honduras,HND,2007,0.5395,5.0483,1.6922,2.0707,18.1923,0.8593,0,5.1254,0,0.5957,29.7261
Honduras,HND,2008,0.5438,5.1911,1.6885,2.0635,21.0827,0.7609,0,5.7405,0,0.5714,29.6036
Honduras,HND,2009,0.575,4.9376,1.7503,2.0736,16.6654,0.6788,0,6.5876,0,0.4086,30.0316
Honduras,HND,2010,0.5508,5.7287,1.6504,2.081,14.6252,0.8579,0,6.3483,0,0.544,38.3823
Honduras,HND,2011,0.5421,5.7761,1.6593,2.0885,15.9629,0.8308,0,7.7259,0,0.4977,38.3822
Honduras,HND,2012,0.5488,5.9734,1.5795,2.0959,14.2073,0.818,0,7.0134,0,0.6416,38.5468
Honduras,HND,2013,0.55,6.1499,1.6183,2.1034,16.3866,0.801,0,7.5901,0,0.6356,36.0248
Honduras,HND,2014,0.5462,3.4201,1.8571,2.1015,14.1667,0.7468,0,7.8616,0,0.3182,56
Honduras,HND,2015,0.5482,3.7336,1.7804,2.1009,14.1667,0.7468,0,8.2451,0,0.3409,56
Honduras,HND,2016,0.5547,3.5809,1.8571,2.1028,14.1667,0.799,0,8.5252,0,0.2193,56
Honduras,HND,2017,0.5562,3.9939,1.791,2.1078,15.0307,0.8028,0,8.8028,0,0.6104,37.3623
Honduras,HND,2018,0.5577,4.0326,1.8025,2.1128,14.8191,0.7852,0,9.085,0,0.2441,48.7478
Hong Kong,HKG,1961,0,2.0168,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1962,0,1.7201,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1963,0,1.8408,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1964,0,1.3962,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1965,0,2.4362,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1966,0,1.7563,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1967,0,1.9331,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1968,0,1.7787,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1969,0,2.3654,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1970,0,2.3669,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1971,0,2.2888,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1972,0,2.0568,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1973,0,2.2265,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1974,0,1.6159,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1975,0,1.7924,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1976,0,1.8863,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1977,0,1.8827,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1978,0,1.8817,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1979,0,1.5152,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1980,0,2.1212,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1981,0,1.5,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1982,0,1.5385,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1983,0,1.3333,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1984,0,2.1818,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1985,0,2.5,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1986,0,2.2,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1987,0,1.25,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1988,0,3,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1989,0,3,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1990,0,2,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1997,0,1.9226,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1998,0,1.9245,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1999,0,1.9292,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2000,0,1.9233,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2001,0,1.9058,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2002,0,1.9899,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2003,0,1.9898,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2004,0,1.9898,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2005,0,1.9899,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2007,0,1.9854,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2008,0,1.9752,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2009,0,2.0004,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2010,0,2.0004,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2011,0,2.0004,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2012,0,2.0004,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2013,0,2.0004,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2014,0,2.0289,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2015,0,2.0818,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2016,0,1.9902,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2017,0,2.0057,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,2018,0,2.0212,0,0,0,0,0,0,0,0,0
Hungary,HUN,1961,1.9095,1.7323,2.0263,0.3116,6.8065,0.7589,1.1811,0,1.8866,0,0
Hungary,HUN,1962,1.7888,1.8916,2.5149,0.6705,9.0127,1.3006,1.1309,0,2.087,0,0
Hungary,HUN,1963,1.5708,2.523,2.7553,0.837,8.737,0.858,1.1636,0,1.7877,0,0
Hungary,HUN,1964,1.8557,1.9493,2.903,0.5931,7.861,1.102,0.9559,0,1.5675,0,0
Hungary,HUN,1965,2.1703,1.2343,2.9262,0.6426,7.1881,0.952,1.4706,0,2.0201,0,0
Hungary,HUN,1966,2.1711,1.6423,3.1581,1.0252,12.2657,0.66,1.1224,0,1.8714,0,0
Hungary,HUN,1967,2.5895,2.1465,2.848,0.6582,8.9336,0.5437,1.4771,0,2.0869,0,0
Hungary,HUN,1968,2.5244,1.9321,2.9899,0.712,8.915,0.7473,0.8164,0,2.3426,0,0
Hungary,HUN,1969,2.7141,2.2666,3.7877,0.7143,11.346,0.9568,1.384,0,2.3812,0,0
Hungary,HUN,1970,2.137,1.9076,3.3762,0,10.4176,0.9147,1.3862,0,1.9476,0,0
Hungary,HUN,1971,3.0809,2.5456,3.5387,0,11.5722,1.2038,1.4162,0,2.6227,0,0
Hungary,HUN,1972,3.109,2.2277,3.9768,0,12.372,1.1402,1.3805,0,2.7616,0,0
Hungary,HUN,1973,3.4793,2.5056,4.0462,1.2,10.9357,1.6053,1.3764,0,3.0087,0,0
Hungary,HUN,1974,3.752,1.969,4.2385,1.1176,12.5905,1.5286,2.7648,0,3.3037,0,0
Hungary,HUN,1975,3.2036,2.5361,5.0176,1.6,12.5381,1.8799,1.9037,0,2.7293,0,0
Hungary,HUN,1976,3.8845,1.1344,3.8062,1.0864,12.0943,0.9358,2.0508,0,3.2822,0,0
Hungary,HUN,1977,4.0566,1.2717,4.6439,1.4196,13.479,1.8772,1.8861,0,3.1649,0,0
Hungary,HUN,1978,4.2871,0.9739,5.1335,1.481,16.2346,1.7093,2.3545,0,3.3915,0,0
Hungary,HUN,1979,3.2667,2.063,5.4115,1.753,14.4273,1.6887,1.0258,0,2.7083,0,0
Hungary,HUN,1980,4.7643,1.5324,5.3242,1.8427,14.9978,1.721,2.5306,0,3.7835,0,0
Hungary,HUN,1981,4.0098,2.993,5.8769,1.7783,18.2803,1.4432,1.8369,0,3.1574,0,0
Hungary,HUN,1982,4.3999,3.795,6.8743,2.2895,17.3859,1.617,2.005,0,3.3252,0,0
Hungary,HUN,1983,4.4173,3.745,5.694,1.7104,15.9478,1.1488,2.1957,0,3.6594,0,0
Hungary,HUN,1984,5.433,2.4768,5.9018,1.6443,20.1975,0.8215,3.4321,0,4.5312,0,0
Hungary,HUN,1985,4.8449,3.3871,6.3027,1.8994,19.6211,1.1757,2.7206,0,3.7506,0,0
Hungary,HUN,1986,4.3622,3.993,6.338,2.2108,18.6627,0.9781,2.7908,0,3.3947,0,0
Hungary,HUN,1987,4.4192,3.0073,6.1836,1.9163,16.0083,0.693,2.4313,0,3.8739,0,0
Hungary,HUN,1988,5.4858,3.6236,5.4641,1.5855,18.5021,0.84,2.6996,0,4.4879,0,0
Hungary,HUN,1989,5.2643,2.3713,6.329,2.1985,18.601,0.8803,2.5808,0,4.742,0,0
Hungary,HUN,1990,5.0771,3.352,4.1577,1.2853,17.0773,0.8845,2.2607,0,4.6082,0,0
Hungary,HUN,1991,5.19,2.3696,6.71,2.3002,14.4746,1.02,2.35,0,4.36,0,0
Hungary,HUN,1992,4.07,3.0702,3.6501,1.43,16.85,0.8501,2.18,0,3.59,0,0
Hungary,HUN,1993,3.0649,2.6519,3.5,1.7175,13.31,0.9826,1.5878,0,2.6508,0,0
Hungary,HUN,1994,4.6033,3.1308,3.85,1.8431,12.7672,1.0158,2.4873,0,3.6863,0,0
Hungary,HUN,1995,4.1644,3.1606,4.5295,1.85,15.775,0.9825,2.5278,0,3.5797,0,0
Hungary,HUN,1996,3.278,2.2508,5.6867,2.1669,21.2007,1.1026,1.9376,0,2.8339,0,0
Hungary,HUN,1997,4.2153,3.3286,6.448,2.2367,17.9341,0.965,2.1095,0,3.5948,0,0
Hungary,HUN,1998,4.139,2.7031,6.0049,2.0911,21.8042,1.3013,2.4311,0,3.5369,0,0
Hungary,HUN,1999,3.5948,3.3158,6.413,2.3901,21.2423,1.2755,2.1648,0,3.1226,0,0
Hungary,HUN,2000,3.6044,3.4932,4.179,1.3794,18.4736,1.006,1.8677,0,2.773,0,0
Hungary,HUN,2001,4.3105,3.295,6.2456,2.0156,25.0499,1.2268,2.4324,0,3.5354,0,0
Hungary,HUN,2002,3.5212,4.6448,5.0762,2.2452,22.1222,1.1425,2.1931,0,2.8232,0,0
Hungary,HUN,2003,2.6408,4.3727,3.9591,1.6521,18.5869,0.9579,1.3439,0,2.3774,0,0
Hungary,HUN,2004,5.1174,3.4097,7.0012,2.3733,25.321,1.6151,2.9634,0,4.2688,0,0
Hungary,HUN,2005,4.5,3.5426,7.5571,2.3178,25.8776,1.9215,2.5183,0,3.7569,0,0
Hungary,HUN,2006,4.0719,3.2342,6.8165,2.3679,24.9942,2.5875,2.449,0,3.6744,0,0
Hungary,HUN,2007,3.5875,3.7891,3.7327,1.6408,22.1693,1.4469,2.288,0,3.1661,0,0
Hungary,HUN,2008,5.0024,3.9404,7.4653,2.6186,26.9012,2.4947,2.2194,0,4.4517,0,0
Hungary,HUN,2009,3.8546,4.3223,6.3945,2.399,25.1082,1.7384,1.7072,0,3.316,0,0
Hungary,HUN,2010,3.7038,2.9465,6.4745,2.267,21.7319,1.2674,2.0358,0,3.3576,0,0
Hungary,HUN,2011,4.1994,3.2411,6.4976,2.3155,28.5714,1.9731,2.3311,0,3.7854,0,0
Hungary,HUN,2012,3.7485,3.8074,3.9979,1.6556,21.8385,1.8276,2.1097,0,3.6166,0,0
Hungary,HUN,2013,4.6386,3.2727,5.4373,1.8597,23.263,1.75,2.2836,0,4.0534,0,0
Hungary,HUN,2014,4.7288,3.2958,7.8185,2.6896,27.0462,2.2836,2.4082,0,4.4238,0,0
Hungary,HUN,2015,5.1796,3.3578,5.7871,2.0253,24.1264,1.8617,2.7386,0,4.7586,0,0
Hungary,HUN,2016,5.3654,3.7025,8.6301,3.0268,26.1659,1.8307,2.4824,0,5.0919,0,0
Hungary,HUN,2017,5.4287,4.4495,6.8154,2.3694,24.6182,1.8824,2.6204,0,5.2834,0,0
Hungary,HUN,2018,5.0955,3.9613,8.4358,2.828,24.6915,1.8819,2.0788,0,4.6685,0,0
Iceland,ISL,1961,0,0,0,0,18.5714,0,0,0,0,0,0
Iceland,ISL,1962,0,0,0,0,14.2857,0,0,0,0,0,0
Iceland,ISL,1963,0,0,0,0,12.6761,0,0,0,0,0,0
Iceland,ISL,1964,0,0,0,0,11.9718,0,0,0,0,0,0
Iceland,ISL,1965,0,0,0,0,17.6056,0,0,0,0,0,0
Iceland,ISL,1966,0,0,0,0,8.735,0,0,0,0,0,0
Iceland,ISL,1967,0,0,0,0,13.042,0,0,0,0,0,0
Iceland,ISL,1968,0,0,0,0,16.4824,0,0,0,0,0,0
Iceland,ISL,1969,0,0,0,0,7.5678,0,0,0,0,0,0
Iceland,ISL,1970,0,0,0,0,8.1909,0,0,0,0,0,0
Iceland,ISL,1971,0,0,0,0,8.2065,0,0,0,0,0,0
Iceland,ISL,1972,0,0,0,0,8.1467,0,0,0,0,0,0
Iceland,ISL,1973,0,0,0,0,9.2769,0,0,0,0,0,0
Iceland,ISL,1974,0,0,0,0,13.418,0,0,0,0,0,0
Iceland,ISL,1975,0,0,0,0,9.0071,0,0,0,0,0,0
Iceland,ISL,1976,0,0,0,0,8.6475,0,0,0,0,0,0
Iceland,ISL,1977,0,0,0,0,9.5525,0,0,0,0,0,0
Iceland,ISL,1978,0,0,0,0,13.081,0,0,0,0,0,0
Iceland,ISL,1979,0,0,0,0,7.6113,0,0,0,0,0,0
Iceland,ISL,1980,0,0,0,0,15.341,0,0,0,0,0,0
Iceland,ISL,1981,0,0,0,0,12.6233,0,0,0,0,0,0
Iceland,ISL,1982,0,0,0,0,15.0526,0,0,0,0,0,0
Iceland,ISL,1983,0,0,0,0,5,0,0,0,0,0,0
Iceland,ISL,1984,0,0,0,0,19.459,0,0,0,0,0,0
Iceland,ISL,1985,0,0,0,0,12.818,0,0,0,0,0,0
Iceland,ISL,1986,0,0,0,0,16.578,0,0,0,0,0,0
Iceland,ISL,1987,0,0,0,0,18.093,0,0,0,0,0,0
Iceland,ISL,1988,0,0,0,0,10.289,0,0,0,0,0,0
Iceland,ISL,1989,0,0,0,0,8.8889,0,0,0,0,0,0
Iceland,ISL,1990,0,0,0,0,8.5,0,0,0,0,0,0
Iceland,ISL,1991,0,0,0,0,10.0873,0,0,0,0,0,0
Iceland,ISL,1992,0,0,0,0,11.2,0,0,0,0,0,0
Iceland,ISL,1993,0,0,0,0,11.125,0,0,0,0,0,0
Iceland,ISL,1994,0,0,0,0,13.93,0,0,0,0,0,0
Iceland,ISL,1995,0,0,0,0,9.155,0,0,0,0,0,0
Iceland,ISL,1996,0,0,0,0,12.4589,0,0,0,0,0,0
Iceland,ISL,1997,0,0,0,0,10.6963,0,0,0,0,0,0
Iceland,ISL,1998,0,0,0,0,12.1118,0,0,0,0,0,0
Iceland,ISL,1999,0,0,0,0,12.8757,0,0,0,0,0,0
Iceland,ISL,2000,0,0,0,0,14.4537,0,0,0,0,0,0
Iceland,ISL,2001,0,0,0,0,14.2075,0,0,0,0,0,0
